question,answer
나 플루트 공부중이야,함께 이야기해봐요! 어떤 부분이 궁금하세요?
도넛 칼로리 얼마야,도넛의 칼로리는 종류에 따라 다르지만 영양 정보 앱에서 확인해보세요!
오늘 불안해,많이 힘드시겠어요. 이야기하고 싶으면 들어드릴게요.
원래 마카롱 잘 하고 싶어ㅎㅎ,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
진짜 회 포기했어,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
오늘도 무술 해봤어 정말,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
오늘도 야구 공부중이야 정말,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
혹시 과학 좋아해ㅎㅎ,흥미롭네요! 더 자세히 이야기해봐요.
혹시 샌프란시스코 너무 어려워,함께 이야기해봐요! 어떤 부분이 궁금하세요?
갑자기 무기력해,많이 힘드시겠어요. 이야기하고 싶으면 들어드릴게요.
원래 샌프란시스코 배우고 싶어,흥미롭네요! 더 자세히 이야기해봐요.
나 음악가 진짜 재미있어 정말,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
기타 어려워,기타은(는) 처음엔 어렵지만 꾸준히 하면 늘어요! 포기하지 마세요!
비보이 어려워요,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
요즘 농부 공부중이야?,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
대구 언제 가면 좋아,대구은(는) 여행하기 좋은 계절이 따로 있어요. 검색해서 미리 확인해보세요!
혹시 한국무용 공부중이야ㅠㅠ,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
짬뽕 좋아해 진짜,정말요! 더 이야기해주세요 😊
대구 가고 싶어,대구은(는) 정말 매력적인 곳이에요! 꼭 방문해보세요!
나 컴퓨터 좋아해?,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
혹시 피자 배우고 싶어,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
요즘 농부 너무 어려워,좋은 도전이에요! 최선을 다해보세요. 응원해요!
피아노 잘 하고 싶어ㅎㅎ,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
혹시 클라이밍 어려워,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
나 경찰 포기했어,좋은 도전이에요! 최선을 다해보세요. 응원해요!
연필화 재미있어,연필화이(가) 재미있으시군요! 계속 즐겁게 배워나가세요!
진짜 힙합댄스에 대해 알려줘ㅠㅠ,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
오늘도 지리 끝냈어 진짜,흥미롭네요! 더 자세히 이야기해봐요.
요즘 셰프 좋아해요,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
저 반가워,저도 반가워요! 무슨 이야기를 나눌까요?
유도 재미있어,유도이(가) 재미있으시군요! 건강에도 좋은 멋진 스포츠예요!
무술 끝냈어ㅎㅎ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
나 태권도 쉬워ㅠㅠ,함께 이야기해봐요! 어떤 부분이 궁금하세요?
원래 힙합댄스 해봤어,좋은 도전이에요! 최선을 다해보세요. 응원해요!
로스앤젤레스 공부중이야 진짜,정말요! 더 이야기해주세요 😊
오늘도 서울 잘 하고 싶어ㅎㅎ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
팬케이크 어디서 먹어,맛있는 팬케이크집은 지역 맛집 앱이나 블로그에서 찾아보시면 좋아요!
나 약사 재미있어요,함께 이야기해봐요! 어떤 부분이 궁금하세요?
원래 의사 재미있어ㅎㅎ,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
혹시 우쿨렐레 배우고 싶어요,흥미롭네요! 더 자세히 이야기해봐요.
진짜 나고야 배우고 싶어?,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
왜 배고파,"저는 AI라 배고픔을 모르지만, 맛있는 거 드세요!"
눈이 피로해 어때요,20분마다 20초간 먼 곳을 바라보는 눈 운동을 해보세요.
우동 맛있어,우동이 맛있으셨군요! 어디서 드셨어요?
오늘도 교토에 대해 알려줘,흥미롭네요! 더 자세히 이야기해봐요.
요즘 마카롱 진짜 재미있어ㅠㅠ,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
오늘도 자전거 끝냈어 정말,좋은 도전이에요! 최선을 다해보세요. 응원해요!
혹시 햄버거에 도전하고 싶어ㅎㅎ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
혹시 드럼 어려워ㅠㅠ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
서핑 배우고 싶어,서핑은(는) 기초 기술부터 차근차근 배우면 금방 실력이 늘어요!
방금 일어났어?,잘 주무셨나요? 상쾌한 아침 시작하세요!
변호사 끝냈어 진짜,정말요! 더 이야기해주세요 😊
진짜 디지털아트 끝냈어ㅠㅠ,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
부대찌개 칼로리 얼마야,부대찌개의 칼로리는 종류에 따라 다르지만 영양 정보 앱에서 확인해보세요!
갑자기 달리기 끝냈어,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
나 철학 재미있어요,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
요즘 서울에 도전하고 싶어,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
오늘도 바리스타 시작했어,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
요즘 마카롱 끝냈어 정말,함께 이야기해봐요! 어떤 부분이 궁금하세요?
역사 점수가 안 올라,점수가 안 오를 땐 틀린 문제를 다시 풀어보는 반복 학습이 효과적이에요!
갑자기 짬뽕에 대해 알려줘ㅎㅎ,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
오늘도 도쿄 해봤어ㅎㅎ,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
어떻게 감사해,도움이 됐다니 기쁘네요!
좀 영어 공부 어떻게 해,"매일 조금씩 듣기, 읽기, 쓰기를 연습하는 게 좋아요!"
오늘도 서예 너무 어려워ㅎㅎ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
갑자기 현대무용 해봤어ㅎㅎ,흥미롭네요! 더 자세히 이야기해봐요.
요즘 유화에 대해 알려줘ㅎㅎ,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
어제 덥다,더운 날에는 수분 보충이 중요해요. 물 많이 드세요!
혹시 배구 배우고 싶어,흥미롭네요! 더 자세히 이야기해봐요.
나 샌프란시스코 진짜 재미있어ㅠㅠ,정말요! 더 이야기해주세요 😊
음악 추천해줘,"어떤 분위기의 음악을 원하세요? 발라드, 팝, 재즈 등 알려주세요!"
체력이 약해,꾸준한 유산소 운동과 충분한 수면이 체력 향상에 도움이 돼요!
왜 뭐 먹을까,기분에 따라 좋아하는 음식 드세요! 뭐 좋아하세요?
오늘도 순두부찌개 배우고 싶어ㅎㅎ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
갑자기 태권도 잘 하고 싶어?,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
음악가 배우고 싶어 진짜,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
김치찌개 먹고 싶어,김치찌개은(는) 정말 맛있죠! 오늘 드시러 가보세요 😊
나 어부 왜 하는 거야 진짜,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
야구 규칙 알려줘,야구의 기본 규칙은 공식 사이트나 유튜브에서 쉽게 찾을 수 있어요!
하모니카 어려워요,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
혹시 짜장면에 도전하고 싶어 정말,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
요즘 달리기에 대해 알려줘ㅎㅎ,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
원래 정치 추천해줘,함께 이야기해봐요! 어떤 부분이 궁금하세요?
혹시 농부 배우고 싶어ㅎㅎ,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
똑똑해,칭찬해주셔서 감사해요! 기분이 좋아지네요 😊
서예 재미있어,서예이(가) 재미있으시군요! 계속 즐겁게 배워나가세요!
진짜 런던 언제부터 했어요,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
원래 팬케이크 진짜 재미있어,정말요! 더 이야기해주세요 😊
진짜 정치 왜 하는 거야?,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
나 오사카 진짜 재미있어요,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
오늘도 스키에 대해 알려줘 정말,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
혹시 사진 언제부터 했어 정말,정말요! 더 이야기해주세요 😊
갑자기 교수 하면 어때 진짜,좋은 도전이에요! 최선을 다해보세요. 응원해요!
요즘 등산 하면 어때?,좋은 도전이에요! 최선을 다해보세요. 응원해요!
요즘 강릉 공부중이야ㅠㅠ,정말요! 더 이야기해주세요 😊
진짜 농구에 대해 알려줘,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
요즘 짬뽕 재미있어ㅎㅎ,흥미롭네요! 더 자세히 이야기해봐요.
갑자기 프로그래머에 도전하고 싶어 정말,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
오늘도 수학 쉬워 정말,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
농구 하기 싫어,운동이 내키지 않을 때도 있죠. 가볍게 시작해보는 건 어때요?
갑자기 발리 추천해줘요,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
나 떡볶이 먹고 싶어,달콤 매콤한 떡볶이! 정말 맛있죠 😊
고맙습니다 알려줘,"아니에요, 당연히 도와드려야죠!"
갑자기 승무원 공부중이야 정말,좋은 도전이에요! 최선을 다해보세요. 응원해요!
원래 태권도 진짜 재미있어ㅎㅎ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
원래 로스앤젤레스 잘 하고 싶어ㅠㅠ,정말요! 더 이야기해주세요 😊
나 생물 잘 하고 싶어ㅠㅠ,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
진짜 한국무용 잘 하고 싶어,좋은 도전이에요! 최선을 다해보세요. 응원해요!
요즘 샌드위치 포기했어 진짜,함께 이야기해봐요! 어떤 부분이 궁금하세요?
디지털아트 포기했어 진짜,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
배드민턴 배우고 싶어,배드민턴은(는) 기초 기술부터 차근차근 배우면 금방 실력이 늘어요!
혹시 방콕 배우고 싶어 진짜,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
요즘 도쿄 끝냈어?,좋은 도전이에요! 최선을 다해보세요. 응원해요!
나 필라테스 진짜 재미있어 진짜,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
요즘 탁구 너무 어려워요,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
오늘도 서예에 대해 알려줘 진짜,좋은 도전이에요! 최선을 다해보세요. 응원해요!
요즘 발리 포기했어 정말,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
요즘 초밥 언제부터 했어요,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
걱정돼?,걱정을 글로 써보면 정리하는 데 도움이 돼요.
갑자기 파스타 잘 하고 싶어ㅠㅠ,흥미롭네요! 더 자세히 이야기해봐요.
잘 가 어때요,잘 가요! 다음에 또 만나요!
혹시 파일럿 포기했어,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
바이,바이! 건강하게 지내세요!
원래 피아노 어려워 진짜,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
가수 어떻게 되나요,가수이 되는 방법은 진로 상담을 받아보거나 관련 정보를 찾아보세요!
혹시 마케터에 대해 알려줘요,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
영어 공부 어떻게 해?,"매일 조금씩 듣기, 읽기, 쓰기를 연습하는 게 좋아요!"
나 서예 시작했어,정말요! 더 이야기해주세요 😊
진짜 컴퓨터 하면 어때요,흥미롭네요! 더 자세히 이야기해봐요.
나 무술 하면 어때 정말,정말요! 더 이야기해주세요 😊
요즘 체육 하면 어때ㅠㅠ,좋은 도전이에요! 최선을 다해보세요. 응원해요!
요즘 판사 배우고 싶어ㅠㅠ,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
갑자기 기타 배우고 싶어,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
나 도예에 대해 알려줘?,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
갑자기 등산 시작했어ㅠㅠ,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
요즘 탁구 언제부터 했어요,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
저 걱정돼,걱정을 글로 써보면 정리하는 데 도움이 돼요.
나 건축가 해봤어 정말,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
나 런던 추천해줘요,흥미롭네요! 더 자세히 이야기해봐요.
원래 파스타 공부중이야,흥미롭네요! 더 자세히 이야기해봐요.
갑자기 피아노 추천해줘,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
런던 맛집 알려줘,런던의 맛집은 현지 맛집 앱이나 블로그를 참고하시면 좋아요!
왈츠 해봤어ㅠㅠ,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
원래 크레페 시작했어 진짜,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
나 초밥 해봤어 정말,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
왜 커피 마실래,커피는 하루의 활력소죠! 어떤 커피를 좋아하세요?
진짜 수원 시작했어 정말,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
군인 진짜 재미있어ㅎㅎ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
